x1,x2,ensemble_ei,ensemble_mu_mean_model,ensemble_sigma_mean_model,ensemble_mu_std_model,ensemble_mu_mean_original_approx
0.6972227869555354,0.00038054119795560837,0.014026854292458845,0.6638250817538028,0.07678567914910672,0.11423464818728873,0.6638250817538028
0.6954818787053227,0.007965655997395515,0.013881284887261362,0.6581544816692418,0.0827327966625057,0.10950680700794867,0.6581544816692418
0.6950325602665544,0.00766491424292326,0.013819845984174016,0.6562588621622456,0.0843215576810427,0.10875048369073599,0.6562588621622456
0.6962428716942668,0.019522602669894695,0.01379577468904919,0.6629208931574962,0.079217263723321,0.10845308742374407,0.6629208931574962
0.6984181525185704,0.006468947045505047,0.01372795435065221,0.6688841327615687,0.07141874584241885,0.11496618440976386,0.6688841327615687
0.6974220545962453,0.020514274947345257,0.013717529095496329,0.6675408619885502,0.07458337293549727,0.11027976372965186,0.6675408619885502
0.6964541645720601,0.027062835171818733,0.013710202149165488,0.6649180594267604,0.0779759498494288,0.1072787223670045,0.6649180594267604
0.6982059953734279,0.014481248334050179,0.013655004162840028,0.6693726246150868,0.07174444933330787,0.11287879137681048,0.6693726246150868
0.6958444267511368,0.03884039632976055,0.013587960985307845,0.6643758331323346,0.07954257882739299,0.10396603223140462,0.6643758331323346
0.6947369491681457,0.027392657473683357,0.013560484276159197,0.6579645579043192,0.08410126623554168,0.1042200085327169,0.6579645579043192
0.6975768338888884,0.032447053119540215,0.013546397807687047,0.6699966357017527,0.07325393080689198,0.10809129750168166,0.6699966357017527
0.6966088246554136,0.04644062276929617,0.013527163609166799,0.6686516101091735,0.0762094682555894,0.10388237189041953,0.6686516101091735
0.6940373862162232,0.01980289351195097,0.01348096060133426,0.6537960512378868,0.08684207809728266,0.10446606226725873,0.6537960512378868
0.696824312210083,0.05113120190799236,0.01347911976497199,0.6702607315976146,0.07506233665974285,0.10343899734203035,0.6702607315976146
0.6937799220904708,0.015207888558506966,0.01345729850237653,0.6519881401070394,0.08793533365356926,0.10491714710057774,0.6519881401070394
0.6956365685909986,0.05865614768117666,0.013454162487645914,0.6667609586777482,0.07892964959139764,0.10035692790926073,0.6667609586777482
0.695121893659234,0.05066375248134136,0.013449814442269701,0.663306800147985,0.08132960840522213,0.10072562274546751,0.663306800147985
0.6960705295205116,0.0669551445171237,0.013424546456708548,0.6698937381826058,0.07666118867722442,0.09993579263145719,0.6698937381826058
0.6944028474390507,0.039263478480279446,0.013403404786634588,0.6583970413433494,0.0844975877318332,0.1014312961259278,0.6583970413433494
0.6941267494112253,0.03173555247485638,0.013398610928571014,0.6560112481564255,0.08584949866965937,0.10232113867454926,0.6560112481564255
0.6964038219302893,0.07496649213135242,0.013368768109992489,0.6725286620708762,0.07465616275454295,0.09954698875243628,0.6725286620708762
0.699574813246727,0.005424650385975838,0.013332299629796086,0.6723507356394742,0.06648755630370978,0.11704874105769728,0.6723507356394742
0.697373678907752,0.06489529740065336,0.013322113443824758,0.6746326119375573,0.0718329052392618,0.10223403276868032,0.6746326119375573
0.6946880482137203,0.07372489757835865,0.013283390077257146,0.6651649067537005,0.08086294244961716,0.09701681805228339,0.6651649067537005
0.6927965944632888,0.0011187447234988213,0.013280211781674798,0.6456135259617739,0.09184245204362085,0.10593183803373311,0.6456135259617739
